SK_ID_CURR,TARGET
100001,0.5156988073569098
100005,0.8022844274133116
100013,0.4342307945527376
100028,0.5607230800605503
100038,0.7191338773704247
100042,0.3329894374536296
100057,0.4966479422581647
100065,0.5856629419393389
100066,0.32199116558745894
100067,0.5188063979033979
100074,0.5989426827355604
100090,0.712214547618646
100091,0.7158521553166539
100092,0.6557611074375621
100106,0.6387036646473693
100107,0.6209115535816628
100109,0.6191808660877656
100117,0.5985212166337216
100128,0.4169642537233933
100141,0.5337342457940214
100150,0.511372475467027
100168,0.3729613345172831
100169,0.3168912139417659
100170,0.5776296980533017
100171,0.6328796426703888
100172,0.7506510969681439
100184,0.6286681501346003
100187,0.4716141304635182
100212,0.5166935027635096
100222,0.6696698149492324
100223,0.3665474023145837
100232,0.4359416915716729
100241,0.701551297544811
100245,0.47701852307670745
100253,0.32234419114713625
100256,0.6079466839638766
100271,0.43384805960375655
100278,0.7546724088187288
100280,0.3631340715571343
100306,0.7508950767707608
100311,0.729210054902115
100312,0.43373588714888367
100330,0.5640433391982053
100331,0.5356847476269636
100352,0.5703596995576506
100358,0.7355717381763289
100367,0.5785564064326983
100382,0.5396909577147583
100384,0.5240922591799673
100385,0.5559688458917752
100386,0.47028085103726275
100399,0.4678591572658684
100404,0.5462598201994633
100416,0.40366580882083053
100422,0.7267479231408986
100426,0.5132080284176452
100438,0.46564853337146744
100444,0.648841483101455
100445,0.6527130213223424
100446,0.5657897259740897
100447,0.545255344496161
100450,0.6131321047753338
100466,0.519367125222638
100483,0.4693945628730145
100484,0.324050488222906
100494,0.5422006162421545
100510,0.6626023652170066
100512,0.4854437703120119
100517,0.49011173343013664
100548,0.5015550230419571
100551,0.5811672609565334
100552,0.6821437398696373
100553,0.4759325147919782
100561,0.6588180094470554
100568,0.7730576531845101
100569,0.43559338817258464
100591,0.5140350032061651
100592,0.4210546405466044
100602,0.5168120241135391
100607,0.5889491837730128
100613,0.6199334064912098
100617,0.5055104928044384
100618,0.57405384009323
100622,0.7472577013697338
100625,0.5634207853748125
100677,0.6337478898086301
100699,0.5551681176429346
100702,0.8392814901046852
100711,0.48106117013853306
100729,0.7526738351734648
100740,0.625901205555685
100744,0.6636030732392947
100745,0.6038795518048787
100747,0.5853097830657412
100751,0.7041327605049376
100752,0.5686231919026915
100753,0.7700774105710414
100754,0.752338065006203
100760,0.6094513247020963
100762,0.6202224083901701
100763,0.416459677464476
100765,0.4956866820941199
100770,0.53480280731922
100772,0.41951530096012235
100777,0.5268569495998275
100791,0.459043463655203
100792,0.41485637127713054
100797,0.5571791965661673
100823,0.586961593637224
100826,0.5729158760318148
100830,0.49373829332712343
100836,0.691802872091536
100872,0.5353494290429003
100910,0.5558359418367499
100913,0.5949448061690007
100918,0.5151608138038092
100931,0.382443555576116
100952,0.639485904969349
100953,0.4900427856115633
100965,0.6692257886864695
100970,0.5971780422081752
100982,0.6576706584059229
100983,0.6117649817179375
100984,0.4111219128959217
100987,0.6326416628376167
100997,0.5064122469880858
100998,0.6065505288861656
101002,0.6760683312860217
101005,0.7687265645779453
101008,0.6641310714692182
101020,0.691385616100898
101021,0.6749371939247981
101024,0.4385886682779148
101025,0.7507217108241059
101026,0.51983836942995
101031,0.5623511342025925
101041,0.4113206570239653
101051,0.30011034580413637
101055,0.6732768564824175
101056,0.6714944494768156
101057,0.6085029096971444
101064,0.513391823613018
101079,0.6528583616663304
101087,0.4958717274347138
101090,0.48379514296103904
101092,0.6066229173327974
101097,0.6665552291385655
101099,0.4611356448873554
101107,0.6658739469168476
101118,0.6940227460108608
101125,0.6138009264606042
101126,0.4558783368896143
101128,0.5946542597816034
101136,0.6600679753168869
101140,0.6015377063398429
101149,0.593491435765417
101160,0.556379762067608
101169,0.71301251518024
101181,0.5702940864809226
101186,0.32532476055665194
101190,0.7316206425806446
101193,0.6977204762160567
101194,0.5135373204625456
101198,0.6280034963723333
101200,0.33960807655752007
101204,0.5608568445967964
101211,0.6012029584363489
101213,0.5180248268220098
101223,0.5653000767249234
101225,0.5998046508038275
101237,0.6132981892840387
101243,0.6699405834821521
101244,0.7278850399151641
101258,0.5890675578890902
101259,0.7216862296743377
101268,0.702275007028484
101269,0.5154470345813472
101271,0.6978534752860583
101279,0.5122816540971937
101281,0.6532617742634345
101287,0.5304603815262655
101292,0.5122240829427414
101294,0.5820961521704047
101296,0.5353301771511804
101297,0.5182725129562226
101299,0.39941314692660834
101301,0.476790547376836
101305,0.6350593452153346
101308,0.45795692430280455
101318,0.46357655158716415
101327,0.686431583411978
101329,0.6552706749693937
101332,0.4316151698314551
101337,0.6307866256638303
101343,0.4279118169934157
101345,0.4380659178382248
101346,0.5616482706276809
101353,0.3039210543021737
101354,0.6304963677553934
101355,0.7310952939661421
101356,0.4916989274081265
101362,0.6646888686045547
101363,0.7979518443245663
101365,0.4806214608274907
101366,0.6247874137405112
101367,0.7618452938033946
101368,0.31880343805676037
101374,0.6152980560693772
101380,0.48757732955960864
101383,0.4064756079075572
101398,0.4414613028689013
101399,0.7615257689168432
101401,0.7488633906640272
101412,0.5662233118070501
101426,0.6304994919245946
101427,0.811824917718344
101428,0.6294833603564988
101429,0.6902453545687327
101434,0.5841670597992837
101440,0.5969048219171036
101448,0.6673994738488653
101449,0.5714089252759708
101465,0.4450099858465583
101467,0.4838983055319864
101472,0.7558712305872048
101478,0.6607978873072207
101497,0.5434536117730384
101504,0.5075654011659526
101547,0.5427024502762116
101548,0.5957134943865152
101555,0.5666729201823519
101570,0.5532947261178518
101572,0.49670809324986914
101578,0.4890799569703733
101580,0.6848461625855473
101588,0.5801521534443597
101602,0.5151716450536165
101610,0.568940618703424
101614,0.6351088828995956
101616,0.600624162200898
101643,0.6818886043060043
